"AMG900"	"Aloxistatin"	"Berberine"	"CA-074.Me"	"Calcitriol"	"Clardribine"	"Cytochalasin.D"	"Dexamethasone"	"Etoposide"	"FCCP"	"Fenbendazole"	"LY2109701"	"LatrunculinB"	"Mebendazole"	"Nicolsamide"	"Nicotinamide"	"Rotenone"	"Staurosporine"	"TC-S7004"	"Tetrandine"	"AMG900:Aloxistatin"	"AMG900:Berberine"	"AMG900:CA-074.Me"	"AMG900:Calcitriol"	"AMG900:Clardribine"	"AMG900:Cytochalasin.D"	"AMG900:Dexamethasone"	"AMG900:Etoposide"	"AMG900:FCCP"	"AMG900:Fenbendazole"	"AMG900:LY2109701"	"AMG900:LatrunculinB"	"AMG900:Mebendazole"	"AMG900:Nicolsamide"	"AMG900:Nicotinamide"	"AMG900:Rotenone"	"AMG900:Staurosporine"	"AMG900:TC-S7004"	"AMG900:Tetrandine"	"Aloxistatin:Berberine"	"Aloxistatin:CA-074.Me"	"Aloxistatin:Calcitriol"	"Aloxistatin:Clardribine"	"Aloxistatin:Cytochalasin.D"	"Aloxistatin:Dexamethasone"	"Aloxistatin:Etoposide"	"Aloxistatin:FCCP"	"Aloxistatin:Fenbendazole"	"Aloxistatin:LY2109701"	"Aloxistatin:LatrunculinB"	"Aloxistatin:Mebendazole"	"Aloxistatin:Nicolsamide"	"Aloxistatin:Nicotinamide"	"Aloxistatin:Rotenone"	"Aloxistatin:Staurosporine"	"Aloxistatin:TC-S7004"	"Aloxistatin:Tetrandine"	"Berberine:CA-074.Me"	"Berberine:Calcitriol"	"Berberine:Clardribine"	"Berberine:Cytochalasin.D"	"Berberine:Dexamethasone"	"Berberine:Etoposide"	"Berberine:FCCP"	"Berberine:Fenbendazole"	"Berberine:LY2109701"	"Berberine:LatrunculinB"	"Berberine:Mebendazole"	"Berberine:Nicolsamide"	"Berberine:Nicotinamide"	"Berberine:Rotenone"	"Berberine:Staurosporine"	"Berberine:TC-S7004"	"Berberine:Tetrandine"	"CA-074.Me:Calcitriol"	"CA-074.Me:Clardribine"	"CA-074.Me:Cytochalasin.D"	"CA-074.Me:Dexamethasone"	"CA-074.Me:Etoposide"	"CA-074.Me:FCCP"	"CA-074.Me:Fenbendazole"	"CA-074.Me:LY2109701"	"CA-074.Me:LatrunculinB"	"CA-074.Me:Mebendazole"	"CA-074.Me:Nicolsamide"	"CA-074.Me:Nicotinamide"	"CA-074.Me:Rotenone"	"CA-074.Me:Staurosporine"	"CA-074.Me:TC-S7004"	"CA-074.Me:Tetrandine"	"Calcitriol:Clardribine"	"Calcitriol:Cytochalasin.D"	"Calcitriol:Dexamethasone"	"Calcitriol:Etoposide"	"Calcitriol:FCCP"	"Calcitriol:Fenbendazole"	"Calcitriol:LY2109701"	"Calcitriol:LatrunculinB"	"Calcitriol:Mebendazole"	"Calcitriol:Nicolsamide"	"Calcitriol:Nicotinamide"	"Calcitriol:Rotenone"	"Calcitriol:Staurosporine"	"Calcitriol:TC-S7004"	"Calcitriol:Tetrandine"	"Clardribine:Cytochalasin.D"	"Clardribine:Dexamethasone"	"Clardribine:Etoposide"	"Clardribine:FCCP"	"Clardribine:Fenbendazole"	"Clardribine:LY2109701"	"Clardribine:LatrunculinB"	"Clardribine:Mebendazole"	"Clardribine:Nicolsamide"	"Clardribine:Nicotinamide"	"Clardribine:Rotenone"	"Clardribine:Staurosporine"	"Clardribine:TC-S7004"	"Clardribine:Tetrandine"	"Cytochalasin.D:Dexamethasone"	"Cytochalasin.D:Etoposide"	"Cytochalasin.D:FCCP"	"Cytochalasin.D:Fenbendazole"	"Cytochalasin.D:LY2109701"	"Cytochalasin.D:LatrunculinB"	"Cytochalasin.D:Mebendazole"	"Cytochalasin.D:Nicolsamide"	"Cytochalasin.D:Nicotinamide"	"Cytochalasin.D:Rotenone"	"Cytochalasin.D:Staurosporine"	"Cytochalasin.D:TC-S7004"	"Cytochalasin.D:Tetrandine"	"Dexamethasone:Etoposide"	"Dexamethasone:FCCP"	"Dexamethasone:Fenbendazole"	"Dexamethasone:LY2109701"	"Dexamethasone:LatrunculinB"	"Dexamethasone:Mebendazole"	"Dexamethasone:Nicolsamide"	"Dexamethasone:Nicotinamide"	"Dexamethasone:Rotenone"	"Dexamethasone:Staurosporine"	"Dexamethasone:TC-S7004"	"Dexamethasone:Tetrandine"	"Etoposide:FCCP"	"Etoposide:Fenbendazole"	"Etoposide:LY2109701"	"Etoposide:LatrunculinB"	"Etoposide:Mebendazole"	"Etoposide:Nicolsamide"	"Etoposide:Nicotinamide"	"Etoposide:Rotenone"	"Etoposide:Staurosporine"	"Etoposide:TC-S7004"	"Etoposide:Tetrandine"	"FCCP:Fenbendazole"	"FCCP:LY2109701"	"FCCP:LatrunculinB"	"FCCP:Mebendazole"	"FCCP:Nicolsamide"	"FCCP:Nicotinamide"	"FCCP:Rotenone"	"FCCP:Staurosporine"	"FCCP:TC-S7004"	"FCCP:Tetrandine"	"Fenbendazole:LY2109701"	"Fenbendazole:LatrunculinB"	"Fenbendazole:Mebendazole"	"Fenbendazole:Nicolsamide"	"Fenbendazole:Nicotinamide"	"Fenbendazole:Rotenone"	"Fenbendazole:Staurosporine"	"Fenbendazole:TC-S7004"	"Fenbendazole:Tetrandine"	"LY2109701:LatrunculinB"	"LY2109701:Mebendazole"	"LY2109701:Nicolsamide"	"LY2109701:Nicotinamide"	"LY2109701:Rotenone"	"LY2109701:Staurosporine"	"LY2109701:TC-S7004"	"LY2109701:Tetrandine"	"LatrunculinB:Mebendazole"	"LatrunculinB:Nicolsamide"	"LatrunculinB:Nicotinamide"	"LatrunculinB:Rotenone"	"LatrunculinB:Staurosporine"	"LatrunculinB:TC-S7004"	"LatrunculinB:Tetrandine"	"Mebendazole:Nicolsamide"	"Mebendazole:Nicotinamide"	"Mebendazole:Rotenone"	"Mebendazole:Staurosporine"	"Mebendazole:TC-S7004"	"Mebendazole:Tetrandine"	"Nicolsamide:Nicotinamide"	"Nicolsamide:Rotenone"	"Nicolsamide:Staurosporine"	"Nicolsamide:TC-S7004"	"Nicolsamide:Tetrandine"	"Nicotinamide:Rotenone"	"Nicotinamide:Staurosporine"	"Nicotinamide:TC-S7004"	"Nicotinamide:Tetrandine"	"Rotenone:Staurosporine"	"Rotenone:TC-S7004"	"Rotenone:Tetrandine"	"Staurosporine:TC-S7004"	"Staurosporine:Tetrandine"	"TC-S7004:Tetrandine"
"SD_ObjectVarIntenCh1"	-1.36988871362752	-0.85889786824677	-1.25710126714961	-0.147581425146619	-1.2131404417659	-1.86476913497	1.38271759836816	-1.6132683117405	-0.90436069068027	0.199048852198613	1.55316122152737	-1.22938705865841	-1.22864664494848	1.00115322814034	-0.105574164483905	-0.642347460632781	0.535754213793983	0.58763375118756	0.0343033519609822	1.03871207446511	0	2.04394769469188	0	0	0	0	0	0	0	0	0	0	0	0	1.20769427709928	0	0	0	0	0	0	0	0	0	1.97882459703001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.50108175876827	1.58136082366083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.777505434353964	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42459045332061	0	0	0	0	0	0	0	0	0	0	0	0	2.86731447851582	0	0	0	0	0	0	0	0	0	1.62336879261496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26013313067326	0	0	0	0	0	0	0.237859009578553	0	0	0	0	0	0	0	0	0
"SE_ObjectVarIntenCh1"	0.414809055247091	0.0804882083465008	-0.00116640575127388	0.15661011377656	-0.190281907894687	-0.248807612332386	0.754836947898382	-0.319200275232381	0.0123104594881964	0.0607719351414217	1.99167157868219	-0.197114995067887	0	1.16267964278546	0.206318224054315	-0.133470896429506	0.707171877102222	0.556454486039907	-0.262586999972505	1.28499164567127	0	0	0	0	0.578115853929204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571614063776659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23331393573291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.215140413909	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47030228605532	0	0	0	0	0	0	0	0	0	0	0	0	0.290322774165162	0	0	0	0	-0.13023042190557	0	0	0	0	0.678486988746398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.49373310627093	0	0	0	0	0	0	0	0.567732150421235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.909513575152779	0	0	0	0	0	0	0	0	0.43948712952958	0	0	0	0	0	0	0	0	0
"CV_ObjectVarIntenCh1"	0.171699293280541	0.215010396464163	0.0455507614926916	0.123693359122745	0.172785892964057	0.580754601956145	0.187499234415904	0.208139999114369	0.246193906005615	0.328719219142835	0.187297975621217	0.174186959570163	0.170380614749497	0.105152901950183	0.17021140514077	0.0121681143166313	0.25905889528391	0.177335162651713	0.224772924492403	0.151661877964384	0	-0.100203253284783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406624042588198	0	0	0	0.11298936238202	0.56312094527422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31710701342753	-0.444435438807672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164708267278914	0	0	0	0	0	0	0	0	0	0	0	0	2.0501110223743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236002332319973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72273091665035	0	0	0	0	0	-0.40226714502768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.659066077795008	0	0	0	0	0	0	0	0	0
"SpotCountCh2"	-0.578154999806975	0.244761437146531	-0.292487684834305	-0.510073463542753	0.513567873562267	-0.0594444390244304	-0.824367174993618	1.91480154029194	0.163175516520678	-0.881060367093977	-1.85815313996006	1.11234422194127	0.588719917287099	-1.26712288444796	-1.1142790735488	-0.412087133036338	-1.54178449748805	-0.720767844596786	-0.546257445082213	-1.81978553747227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96708397116577	0	0	0	0	0	0	0	0	-2.462526449355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.01075853463587	0	0	-0.239624563693596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47364531006998	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.66339828322141	0	0	0	0	0	0	0	0	0	0	0	0	-1.04639439604375	0	0	0	0	0.902970711406039	0	0	0	0	0	0	0	0	0	0	-1.60576127045286	0	0	0	0	0	0	0	2.6331815567157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.422447029054325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25523629206165	0	0	0
"SpotTotalAreaCh2"	-0.51038501530553	-0.432111586612068	-0.604005759517428	-0.613565281810105	-0.493160690094328	-0.163417439745332	-0.756539672381986	-0.392243279042606	-0.520299940336549	-0.913526951347771	-0.853750822702504	-0.505783174050441	-0.558948220725452	-1.10210270938122	-0.649660711790037	-0.701766203513735	-0.79350635422482	-0.806335156021721	-0.651737566585223	-0.956465145244906	0	-0.145512455744355	0	0	-0.512050331035684	0	0	0	0	0	0	0	0	0	0	1.13455858199706	0	0	-1.24394229354679	0	0	0	0.465227427679857	0	0	0	-0.529246588609498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.397735972960497	0	0	0	0	0	0	0	0	-0.452338746775948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.05665761983597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309268946793314	0	0	-0.351645141482599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418396672670708	0	0	0	0	0	0	0	0	0	-0.526122688320268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501720710100063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.962691274139734	0	0	0	0	0	0	0	0	0
"SpotAvgAreaCh2"	0.135475523988777	0.0581247174746095	0.117752942169225	0.32841066473981	-0.0162427274467789	0.930725953443885	0.49102995830651	-0.0825843692454154	0.522831556280535	0.200517456518681	1.11328785271836	-0.408477996889015	-0.320095440542289	1.17708493318142	1.19116220096941	-0.359360938300828	1.57380894635894	-0.635747092870408	-0.20880172998829	0.307970602740197	0.913806392778879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.03401398777432	0	0	0.607365985261223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.09278696515788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566571446368518	0	0	0	0	0	0	0	0	1.463988507978	0	0	0	0	0	0	0	0	0	0	0	0.951943506701665	0	0	0	0	0	0	0	0	-1.61628968332425	0	0	0	0	0	0	0	0.720810961462489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SpotTotalIntenCh2"	-0.595125212189613	-0.321487121535702	-0.562365851371278	-0.55729786215766	-0.376696989536885	-0.0803800770818077	-0.741568705722533	-0.443598185609642	-0.307390342318052	-0.790758378355058	-0.992902511364257	-0.460294953485406	-0.483461891242341	-1.23511797730431	-0.563509938616931	-0.739883368365013	-0.98241093383804	-0.928202039795871	-0.536078385133756	-1.05916804276886	0	0	0	0	-0.754789784747422	0	0	0	0	0	0	0	0	0	0	1.13008959097646	0	0	-1.10859056086627	0	0	0	0.400043847972238	0	0	0	-0.661836497892873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.232728039180595	0	0	0	0	0	0	0	0	-0.391082799413761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.22562088067251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276267749374141	0	0	-0.259695861397832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539148393690651	0	0	0	0	0	0	0	0	0	-0.613765438970607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.668225847591027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594686500166069	0	0	0	0	0	0	0	0	-0.774451821536588	0	0	0	0	0	0	0	0	0
"SpotAvgIntenCh2"	0.132255422638697	0.561049653671176	0.406101235517753	0.869796671657643	0.692840973347662	0.15406545227195	0.00359312643592257	-0.72529153013531	0.611967139488853	0.819590002214816	1.01381585232795	-0.419252929836293	0.644190454832547	0.424677675661705	2.29946542671688	-0.731187546275525	0.661288134791437	-1.64948972683119	-0.0784397580724594	0.141606069399859	0.835637217603662	0	-1.88187961657752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309848824081313	0	0	0	0	0	0	0.548168180617644	0	0	0	-1.04530524548321	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76721664587684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496686584682419	0	0	0	0	0	1.15284519042048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.71864307666062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.55494557295668	0	0	0
"SpotTotalIntenPerSpotCh2"	0.181792406667167	0.31742663718091	0.409604930163198	0.427856042003421	0.492163228573542	0.70712881167888	0.597305495105677	0.435218748362236	0.800673494328925	0.489716102336806	0.419071373750596	0.609402796363316	0.482132751070333	0.801706670167341	0.54273180614619	0.706694608083696	0.660654289207176	0.46519787813504	0.364848795671575	0.557611789059856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.736241575984714	0	-0.300466616749798	0.698509010090342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855149415816496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2809056728744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916095675088376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85720612709779	0	0	0	0	0	-0.193394920400985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540456176076601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SpotCountPerObjectCh2"	0.909287489678042	-0.833349379171609	-0.707384373683515	-1.0204797751284	-1.02955908288954	0.368951053769719	-0.066271477326409	-0.0131817955386733	0.0410814832436646	-0.71731263489896	-0.304275622005316	-0.777081579434126	1.63123491899548	-0.310411255683179	-1.22021451526481	-0.335862834024715	-1.4038700117743	2.01910227141747	-0.326349439185408	-1.36149100356359	0	0	0	0	-0.61387953838241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.525006719196507	0	0	0	0	0	0	0	0	0	0	0.339806286003055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386092660040978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.384621138850151	-0.981748974067092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344899617815391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.06347058530386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998731865091903	0	0	0	0
"SpotTotalAreaPerObjectCh2"	1.30104377661681	-0.625013710727103	-1.41149444895356	-0.590733784273688	-1.13294578999559	1.80308616578685	0.165481567460359	-0.337470940011483	0.554950568302158	-0.39754090979915	1.17640895159437	-1.66225219131189	0.083359217546839	0.995252844677172	0.0508800132864046	-0.629570083376472	-0.223946720847728	-0.452618142734031	-0.985539882179326	-1.13178024992295	0	0	0	0	-2.58355181286467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117191933437021	0	0	0	0	0	0	0	0	0	1.1929758262443	0	0	0	0	0	0	0	0	0.735651635289323	0	0	-0.488073021104241	0	0	0	0	0	0	0	0	0	0	0	-0.338534955126337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0295287721495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.13114223994437	0	0	0	0	0	0	0	0	0	0	1.49217239206152	0	0	0	0	0	0	0	-0.329471888582478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01177244863781	0	0	0	0
"SpotTotalIntenPerObjectCh2"	0.643220302845656	-1.07921407926113	-1.32175991295604	-0.780128917960084	-1.29437181312544	1.49074374907384	-0.111768587769942	-0.506001160020749	0.405208425793495	-0.348627300748595	1.28244351274327	-2.01546162095217	-0.0523012610178882	0.826448080511109	0.38329441988139	-1.16363608404713	-0.38808607375775	-1.16380373656604	-1.34318446641578	-1.36101187556967	1.43564613989875	0	0	0	-1.83598809822559	0	0	0	0	0	0	0	0	0	0.735425601772291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.716445736914911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890667287101648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.47432917921257	0	0	0	0	0	0	0	0	0	0	1.35669773663178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.8420629681915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594803447616631	0.721680699453407	0	0	0
"MEAN_ObjectSpotTotalCountCh2"	1.27670701497825	-0.713676956704004	-0.944397340029486	-0.949892253643568	-0.79289645444463	0.472789190658701	-0.00888310978405271	0.000464283479969845	0.263100909976547	-0.48065000645405	-0.310429315623709	-0.739858785250896	1.70125106606005	-0.0902183713249377	-1.15019836820023	-0.616470229355919	-1.71417938479649	2.08911841848205	-0.399830944023394	-1.08016400859023	0	0	0	0	0.144052318113586	0	0	0	0	0	0	0	0	0	0	-0.24369498826028	0	0	-1.07971233649051	0	0	0	0	0	0	0	0.906854176060502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636678540429132	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.528293970860496	0	0	0	0	0	0	0	0	0	0	0	0	-0.795652201155541	-1.47242647669465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.336912821915184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.96015081651397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.982664598363609	0	0	0	0	2.12719969449389	0	0	0	0
"SD_ObjectSpotTotalCountCh2"	0.717994265663892	-0.378789726773263	-0.295691405993128	-0.491467150369805	-0.786555797033576	-0.0143085086146292	-0.475845216925581	0.0501292781846335	-0.0895867703413074	-0.510974584556946	1.03738748018921	-0.369655104516675	0.691775558314063	1.01396089153197	-0.86054670830518	-0.401723823826551	-0.217277778183428	0.0240583742989615	-0.26149990109987	-0.747479308844085	0	0	1.09604626237632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740503368064758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.397946571962001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.689025920136372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695454919488434	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotTotalCountCh2"	0.890535080804025	-0.125743281401431	-0.465347791179521	-0.0559560107234473	-0.25779068175876	0.489263692343542	0.221450672007386	-0.127010636080833	-0.153146400423938	0.110762412290948	2.28715118341639	-0.145345770160264	0.354457425343584	2.03809340655763	-0.0849791075307396	0.155150619656595	0.59328994306889	0.501670299490519	-0.487039050222432	0.926224372351945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389899649939848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.28047597535154	0	0	0	0	0	0	0	0	0.546222754367998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.88926343634755	0	0	-0.416220227922421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.97519370456586	0	-1.2336017746847	0	0	0	0	0	0	0	0.91317878447941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.502015910947341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0827920257566387	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotTotalCountCh2"	0.159018932730859	0.256028630018514	0.474943910944175	0.381052569469211	0.287571467825749	0.239300724491797	0.165579495515378	0.201007584914213	0.492888195301157	0.318244575353777	0.949153077145665	0.190073678591585	0.265970196798615	1.3016429991358	0.332878270299025	0.238746080578694	1.31321523126915	-0.0137802465874019	0.02238547631641	0.486396202416412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.901308223767566	0	0	0	0	0	0	0	0	0	0	-0.249488653690826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51128849986293	0	0	0	0	0	0	0	0	0.825342484452472	0	0	0	0	0	0	0	0	0	1.40725498789484	0	0	0	0	0	0	0	0	0	0	0.401890477828959	0	0	0	0	0	0	0	0	0	0	0	0	0.312355974862294	0	0	0	0	0	0	0	-0.709690708337831	0	0	0	0	-0.774960867073481	0	0	0	0	0	0	-0.294325469418105	0	0	0	0	0	-0.413588380000394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688245954528132	0	0	0	0	0	0	0	0	0
