"AMG900"	"Aloxistatin"	"Berberine"	"CA-074.Me"	"Calcitriol"	"Clardribine"	"Cytochalasin.D"	"Dexamethasone"	"Etoposide"	"FCCP"	"Fenbendazole"	"LY2109701"	"LatrunculinB"	"Mebendazole"	"Nicolsamide"	"Nicotinamide"	"Rotenone"	"Staurosporine"	"TC-S7004"	"Tetrandine"	"AMG900:Aloxistatin"	"AMG900:Berberine"	"AMG900:CA-074.Me"	"AMG900:Calcitriol"	"AMG900:Clardribine"	"AMG900:Cytochalasin.D"	"AMG900:Dexamethasone"	"AMG900:Etoposide"	"AMG900:FCCP"	"AMG900:Fenbendazole"	"AMG900:LY2109701"	"AMG900:LatrunculinB"	"AMG900:Mebendazole"	"AMG900:Nicolsamide"	"AMG900:Nicotinamide"	"AMG900:Rotenone"	"AMG900:Staurosporine"	"AMG900:TC-S7004"	"AMG900:Tetrandine"	"Aloxistatin:Berberine"	"Aloxistatin:CA-074.Me"	"Aloxistatin:Calcitriol"	"Aloxistatin:Clardribine"	"Aloxistatin:Cytochalasin.D"	"Aloxistatin:Dexamethasone"	"Aloxistatin:Etoposide"	"Aloxistatin:FCCP"	"Aloxistatin:Fenbendazole"	"Aloxistatin:LY2109701"	"Aloxistatin:LatrunculinB"	"Aloxistatin:Mebendazole"	"Aloxistatin:Nicolsamide"	"Aloxistatin:Nicotinamide"	"Aloxistatin:Rotenone"	"Aloxistatin:Staurosporine"	"Aloxistatin:TC-S7004"	"Aloxistatin:Tetrandine"	"Berberine:CA-074.Me"	"Berberine:Calcitriol"	"Berberine:Clardribine"	"Berberine:Cytochalasin.D"	"Berberine:Dexamethasone"	"Berberine:Etoposide"	"Berberine:FCCP"	"Berberine:Fenbendazole"	"Berberine:LY2109701"	"Berberine:LatrunculinB"	"Berberine:Mebendazole"	"Berberine:Nicolsamide"	"Berberine:Nicotinamide"	"Berberine:Rotenone"	"Berberine:Staurosporine"	"Berberine:TC-S7004"	"Berberine:Tetrandine"	"CA-074.Me:Calcitriol"	"CA-074.Me:Clardribine"	"CA-074.Me:Cytochalasin.D"	"CA-074.Me:Dexamethasone"	"CA-074.Me:Etoposide"	"CA-074.Me:FCCP"	"CA-074.Me:Fenbendazole"	"CA-074.Me:LY2109701"	"CA-074.Me:LatrunculinB"	"CA-074.Me:Mebendazole"	"CA-074.Me:Nicolsamide"	"CA-074.Me:Nicotinamide"	"CA-074.Me:Rotenone"	"CA-074.Me:Staurosporine"	"CA-074.Me:TC-S7004"	"CA-074.Me:Tetrandine"	"Calcitriol:Clardribine"	"Calcitriol:Cytochalasin.D"	"Calcitriol:Dexamethasone"	"Calcitriol:Etoposide"	"Calcitriol:FCCP"	"Calcitriol:Fenbendazole"	"Calcitriol:LY2109701"	"Calcitriol:LatrunculinB"	"Calcitriol:Mebendazole"	"Calcitriol:Nicolsamide"	"Calcitriol:Nicotinamide"	"Calcitriol:Rotenone"	"Calcitriol:Staurosporine"	"Calcitriol:TC-S7004"	"Calcitriol:Tetrandine"	"Clardribine:Cytochalasin.D"	"Clardribine:Dexamethasone"	"Clardribine:Etoposide"	"Clardribine:FCCP"	"Clardribine:Fenbendazole"	"Clardribine:LY2109701"	"Clardribine:LatrunculinB"	"Clardribine:Mebendazole"	"Clardribine:Nicolsamide"	"Clardribine:Nicotinamide"	"Clardribine:Rotenone"	"Clardribine:Staurosporine"	"Clardribine:TC-S7004"	"Clardribine:Tetrandine"	"Cytochalasin.D:Dexamethasone"	"Cytochalasin.D:Etoposide"	"Cytochalasin.D:FCCP"	"Cytochalasin.D:Fenbendazole"	"Cytochalasin.D:LY2109701"	"Cytochalasin.D:LatrunculinB"	"Cytochalasin.D:Mebendazole"	"Cytochalasin.D:Nicolsamide"	"Cytochalasin.D:Nicotinamide"	"Cytochalasin.D:Rotenone"	"Cytochalasin.D:Staurosporine"	"Cytochalasin.D:TC-S7004"	"Cytochalasin.D:Tetrandine"	"Dexamethasone:Etoposide"	"Dexamethasone:FCCP"	"Dexamethasone:Fenbendazole"	"Dexamethasone:LY2109701"	"Dexamethasone:LatrunculinB"	"Dexamethasone:Mebendazole"	"Dexamethasone:Nicolsamide"	"Dexamethasone:Nicotinamide"	"Dexamethasone:Rotenone"	"Dexamethasone:Staurosporine"	"Dexamethasone:TC-S7004"	"Dexamethasone:Tetrandine"	"Etoposide:FCCP"	"Etoposide:Fenbendazole"	"Etoposide:LY2109701"	"Etoposide:LatrunculinB"	"Etoposide:Mebendazole"	"Etoposide:Nicolsamide"	"Etoposide:Nicotinamide"	"Etoposide:Rotenone"	"Etoposide:Staurosporine"	"Etoposide:TC-S7004"	"Etoposide:Tetrandine"	"FCCP:Fenbendazole"	"FCCP:LY2109701"	"FCCP:LatrunculinB"	"FCCP:Mebendazole"	"FCCP:Nicolsamide"	"FCCP:Nicotinamide"	"FCCP:Rotenone"	"FCCP:Staurosporine"	"FCCP:TC-S7004"	"FCCP:Tetrandine"	"Fenbendazole:LY2109701"	"Fenbendazole:LatrunculinB"	"Fenbendazole:Mebendazole"	"Fenbendazole:Nicolsamide"	"Fenbendazole:Nicotinamide"	"Fenbendazole:Rotenone"	"Fenbendazole:Staurosporine"	"Fenbendazole:TC-S7004"	"Fenbendazole:Tetrandine"	"LY2109701:LatrunculinB"	"LY2109701:Mebendazole"	"LY2109701:Nicolsamide"	"LY2109701:Nicotinamide"	"LY2109701:Rotenone"	"LY2109701:Staurosporine"	"LY2109701:TC-S7004"	"LY2109701:Tetrandine"	"LatrunculinB:Mebendazole"	"LatrunculinB:Nicolsamide"	"LatrunculinB:Nicotinamide"	"LatrunculinB:Rotenone"	"LatrunculinB:Staurosporine"	"LatrunculinB:TC-S7004"	"LatrunculinB:Tetrandine"	"Mebendazole:Nicolsamide"	"Mebendazole:Nicotinamide"	"Mebendazole:Rotenone"	"Mebendazole:Staurosporine"	"Mebendazole:TC-S7004"	"Mebendazole:Tetrandine"	"Nicolsamide:Nicotinamide"	"Nicolsamide:Rotenone"	"Nicolsamide:Staurosporine"	"Nicolsamide:TC-S7004"	"Nicolsamide:Tetrandine"	"Nicotinamide:Rotenone"	"Nicotinamide:Staurosporine"	"Nicotinamide:TC-S7004"	"Nicotinamide:Tetrandine"	"Rotenone:Staurosporine"	"Rotenone:TC-S7004"	"Rotenone:Tetrandine"	"Staurosporine:TC-S7004"	"Staurosporine:Tetrandine"	"TC-S7004:Tetrandine"
"SpotAvgIntenCh4"	0.00311214205657366	0.206406169811128	0.202818353813585	0.39085812976278	0.22095494484813	0.310912156155867	1.10947723237137	0.205609398874024	0.500883192679748	0.222131647438536	0.270712518356586	0.0646460937523389	0.0874817374246161	0.637794697839058	0.329459768421314	0.530583421622065	0.456544142757559	0.135503519834144	0.105253891612624	-0.0903001327609058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.679502675395821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.11976131095924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04836129991962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574659866452289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69621809835135	0	0	0	1.23827756110536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.676368143383413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SpotTotalIntenPerSpotCh4"	0.0139066454239861	0.122173686595157	0.325077751923997	0.307717306765024	0.424251440803237	0.346164702386747	0.427608338320084	0.249419405438442	0.739810491042105	0.322666662310711	0.297721875709156	0.268500744018897	0.269207555383865	0.768160289191061	0.279711537682917	0.674944225073228	0.529527318018491	0.271956969712562	0.0854204296101869	0.15052042072164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.78310765025898	0	0	0	0	0	0	0.127207172546688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.77353744561116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58136923422673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77493725060338	0	0	0	1.70748901868916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.731770971074483	0	0	0	0	0	0	0	0	0	-0.181254700798385	0	0	0	0	-0.790920452417555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SpotCountPerObjectCh4"	0.322698608241765	-0.142036888972602	-0.040536943666578	-0.209826532193722	-0.147422566320514	0.0364520341416989	-0.315405933661067	0.0197124479526066	-0.184194511393228	-0.146295013733442	-0.0578838414042749	-0.13683494822498	-0.0955859796359549	-0.406404725528898	-0.177308785388055	-0.482902004872291	-0.418328208567745	-0.142665569087405	-0.0621705618629136	-0.105122799438749	0	0	-0.522957786514444	0	0	0	0.192044761966964	0	0	0	0	0	0	0	0	0	0	0	1.36383017535579	0	0	0	0	0	0	0	-0.653008201027243	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2416151021412	0	0	0	0	0	0	-0.482247797240956	0	0	0	0	0	0	0	0	-0.625696702973415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.796595027080243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.601482091505518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.258797484574014	0	0	0	0	0	0	0	0	0
"SpotTotalAreaPerObjectCh4"	0.793114882869304	-0.201183836708785	-0.312793861440186	-0.516643175340359	-0.364540285802015	0.589735589992266	-0.805653617923213	0.125260391185765	0.409429658894694	-0.586218143635928	-0.275755330088821	-0.165350273634529	0.679605078940234	-0.170026449874998	-0.870844782318558	-0.135380112349188	-0.679257314611161	-0.178217656493378	-0.333507878440335	-0.3841488796807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.353589654633297	0	0	0	1.76343898005751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40309391824547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.986730116602323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SpotTotalIntenPerObjectCh4"	1.38627818710715	-0.75694617208002	-0.427826378178163	-0.913776184734724	-0.200184769587325	1.18264257952894	0.990746965491625	-0.531674881446083	1.32398948849181	-1.2678570054147	-0.218594301511782	-0.631845449031567	0.438700992324696	-0.210367658954215	-1.20691780692282	-0.0758563919076624	-0.788428247468977	-0.570144334460958	-0.245722518832445	-2.00762098078916	0	0	0	0	-1.5409921963332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.921028501625579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.274872066040712	0	0	0	0	0	0	0	0	1.02416510325635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.773504313469609	0	0	0	0	0	0	0	0	0	0	0	0	-0.974759845044842	0	0	0	0	0	0	0	0	0	0	0	0	0.942523560765331	0	0	0	1.36683562092471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.63643088712003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08381159135985	0	0	0	0
"MEAN_ObjectSpotTotalCountCh4"	0.322698608241765	-0.142036888972602	-0.040536943666578	-0.209826532193722	-0.147422566320514	0.0364520341416989	-0.315405933661067	0.0197124479526066	-0.184194511393228	-0.146295013733442	-0.0578838414042749	-0.13683494822498	-0.0955859796359549	-0.406404725528898	-0.177308785388055	-0.482902004872291	-0.418328208567745	-0.142665569087405	-0.0621705618629136	-0.105122799438749	0	0	-0.522957786514444	0	0	0	0.192044761966964	0	0	0	0	0	0	0	0	0	0	0	1.36383017535579	0	0	0	0	0	0	0	-0.653008201027243	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2416151021412	0	0	0	0	0	0	-0.482247797240956	0	0	0	0	0	0	0	0	-0.625696702973415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.796595027080243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.601482091505518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.258797484574014	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotTotalCountCh4"	0.192571509362067	-0.0961053189273376	-0.155894603092657	-0.125110428025472	-0.194679294175679	0.128006267696381	-0.384468307559945	-0.0101221698607587	0.157720043804337	-0.241372697331101	0.768170336915012	-0.0640215887133823	0.308544594236753	0.693753996177458	-0.368227439887542	0.0086630905409033	0.0451436492037154	-0.113758579255565	-0.0967776632484398	1.9966312154472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0448958239471924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.739864338381576	0	0	0.32070681191539	0	0	0	0	0	0	0	0	-0.864500339495813	0	0	0	0	0	0	0	0	0.954715388744667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.483071910624159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.551722425845179	0	0	0	0	0	0	0	-0.814281174290335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotTotalCountCh4"	0.0323856343206048	-0.021692662919019	-0.195086391062436	-0.159299831486613	-0.235087188530739	-0.261238503638109	-0.126308286575823	-0.0892640294649541	0.154007987819223	-0.108000289383431	1.01915820237175	-0.172253652396561	0.0175422446133898	1.03323399337804	-0.231975206973063	-0.0197857111833712	0.0900539028985796	-0.0398098444300086	-0.34715374716511	2.020161600394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24264012922877	0	0	0	0	0	0.0325710733469805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.03213859362091	0	0	0	0	0	0	0	0	0.592875240138851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665204368065322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.830841443554911	0	0	0	0	0	-0.554323575590761	0	-1.14567906406126	0	0	0	0	0	0	0	0	0	0	0	0	-0.484293881623148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotTotalCountCh4"	0.223827984971745	0.117596866448059	-0.290827557607824	0.110771932304644	0.0423259149306132	0.132473288552276	0.13673495412827	0.131777711869598	-0.146545118214213	0.0945492086148276	0.530850243887543	0.0546348193460021	0.0458829266240434	0.572626235582689	0.111785085652566	0.165029905185857	0.479814045062096	0.0555668319886799	-0.00914638594253498	1.49630448629358	0	0	1.10248048076151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205248676890849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713818520942167	0	0	0	0	0	0	0	0	-0.470753719862006	0	0	0	0	0	0	0	0	1.60889820329935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.717162170279685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772504236898813	0	0	0	0	0	0.737507549739639	0	0	0	0	0	0	0	0	0	0.677135585269095	0	0	0	0	0.513961029041135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451368513669511	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotTotalAreaCh4"	0.793114882869304	-0.201183836708785	-0.312793861440186	-0.516643175340359	-0.364540285802015	0.589735589992266	-0.805653617923213	0.125260391185765	0.409429658894694	-0.586218143635928	-0.275755330088821	-0.165350273634529	0.679605078940234	-0.170026449874998	-0.870844782318558	-0.135380112349188	-0.679257314611161	-0.178217656493378	-0.333507878440335	-0.3841488796807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.353589654633297	0	0	0	1.76343898005751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40309391824547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.986730116602323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotTotalAreaCh4"	0.511677058237183	-0.0724704039205974	-0.325328213366342	-0.279677845340489	-0.253988656975132	0.0402455024690764	-0.471777204374758	-0.0759764190727239	0.235674002704602	-0.183651030433581	0.801383701799475	-0.0448771451942145	0.340238077721321	0.704774660905643	-0.411026731590589	0.0485281646920302	-0.131651614255719	0.0950375776672227	0.188462921650008	1.43982082289801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727985646328847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64395288056685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474495646585341	0	0	0	0	0	0	0	0	-0.76185695976401	0	0	0	0	0	0	0	0	0.890054710493137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.852515331289621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.720642920207303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotTotalAreaCh4"	0.261614543932959	-0.00288386541252928	-0.282905119243854	-0.12753301180988	-0.139451155368366	-0.0615213244740558	-0.0593881080930182	-0.0107120108683014	0.0664350623574863	-0.0278506671684147	1.10224297792326	-0.0948157646009313	0.112142267281027	1.44638936414606	-0.128268619675144	0.0605441363531942	0.138540890728569	0.160127052342532	-0.187271696426075	1.50657179771841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86506610407312	0	0	0	0	0	0.0103320454068717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83369585564926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0128553029496786	0	0	0	0	-1.22435331631274	0	0	0	0	0	0	0	0	0.553127613597284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.967398296415873	0	0.483613749341796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.834069072284842	0	0	0	0	0	0	0	-1.00281164894986	0	0	0	0	0	0	0	0.382296336805424	0	0	0	0	-0.814196190348258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.961793667509938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotTotalAreaCh4"	-0.0502239989253768	0.188983099999148	-0.158751809752964	-0.27803569458394	-0.215419586537326	-0.396812294301177	0.0525142637154879	-0.164685040831219	-0.163363907763518	0.152245515279591	0.800535622055589	-0.230065768230842	-0.192694060733233	0.44705641364474	0.0353131194699108	-0.15806675884762	0.419081499640249	0.0931942208385381	-0.183166095899977	3.34655873376483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.94502817110409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.77783521303218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524272044234197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965205151717129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885340115395073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.55574860767461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotAvgAreaCh4"	0.319339114308752	-0.471003747242107	0.640371897369088	-1.05943245690834	-0.294385246867532	-0.115252458979962	-0.423005460153454	0.270422951111529	0.272155588148397	0.250517944041777	0.0159452592599621	0.245466255994002	0.145475268754937	0.240991356940037	-0.397629992804808	0.215740494129303	0.368174093566103	-0.194825905481304	-0.237413140826154	-2.79891343936783	0	-0.267544586685101	0	0	0	0	0	0	0	0	0	0	0	0	-0.898372538240529	0	0	0	1.74760328212859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7209971931095	-0.806719124098098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890430139411839	0	0	0	0	0	0	0	0	-1.31747791785516	0	0	0	0	0	0	0	0	0	0	0	0.789620533691462	0	-1.28828661465544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.740391626043759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.993437125662359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotAvgAreaCh4"	0.174187885560719	-0.653337984359902	0.223741306199375	-0.512892170938556	-0.523516842373027	0.102406587403583	-0.10202143231088	-0.560771435072885	-0.165815897375953	0.464120084652271	1.19136112643442	-0.29407835715333	0.125546384600907	1.03587910954076	-0.17548508914577	0.354495111077492	1.28977523867546	0.054118485748748	-0.486672092607877	0.36236455069054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.778971278833434	0	0	0	0	0	0	0	0	1.1968588010279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.318506564868054	0	0	0	0	0	0	1.15375529445578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.744520822519312	0	0	0	0	-1.42331223846987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.676395023693404	0	0	0	0	0	0	0	0	0	0	0	0	-0.442216103229153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.095377009529298	0	0	0	0
"SE_ObjectSpotAvgAreaCh4"	0.221152996530637	-0.170823183738772	-0.238730102222243	-0.352049252866758	-0.55805571308382	-0.0662032571951923	0.166785007879127	-0.583726259360914	-0.0575398135649023	0.0210339994196669	2.05640614066797	-0.457635759424142	-0.177736245909914	1.31067074992627	-0.134754339336869	-0.311247686754723	0.751838899096539	0.195743664587912	-0.770039777431479	0.891066100291175	0	0	0	0	0.249884282589277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646836971842205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.24245587891251	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663933449770041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.130915582406659	0	0	-1.71130304468854	0	0.856695960242987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.97903548833607	0	0	0	0	0	0	0	0	0	0	0	0	-1.11538218808927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotAvgAreaCh4"	0.0760297385897671	-0.285089870491572	-0.258809350274565	0.101584211674534	-0.694706213306478	-0.376986566941134	-0.232261254945955	-0.461105952999282	-0.0387865188771623	-0.076894610575463	0.595322606980468	-0.256492723275028	-0.250705508911952	0.448238926909096	-0.226475633355856	-0.0657256630709359	0.3995249988215	-0.13722051925825	-0.31339534934738	2.21757149627088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.71381882296699	0	0	0	0	0	0.626667530078437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6282006323953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34735941926907	0	0	0	0	0	0	0	0	0	0	0	0	0.797746519609988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.743050662047828	0	0	0	0	0	0	0	0.361178246176989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586363342365003	0	0	0	0	0	0	0	0	0
